7,6,1
12,11,1
17,16,1
16,15,1
18,16,1
15,14,1
19,14,1
20,14,1
14,13,1
13,11,1
11,10,1
10,9,1
21,9,1
22,9,1
9,8,1
8,6,1
6,5,1
24,23,1
25,23,1
13,23,1
23,5,1
5,4,1
26,4,1
4,3,1
3,2,1
2,1,1
